10000
plaque;marque;modele;millesime;kilometrage;categorie;prix;gearbox
ADJ-363;Mazda;GLA-Class;2014;250148;A;76854;0
CFM-784;Subaru;Ibiza;2012;130384;B;19015;0
BRZ-667;Volkswagen;208;2019;296645;C;83670;1
YCI-409;Suzuki;Captur;2016;252269;C;194857;1
LZX-143;Maserati;S-MAX;2007;158485;C;74685;0
WBK-137;Suzuki;Tarraco;2015;236370;C;31566;1
IAF-737;_Peugeot;Kodiaq;2018;27668;C;77333;0
ERT-172;Jeep;XC40;2008;197300;A;159656;0
NEL-793;Lexus;up!;2015;34291;A;156948;0
GHV-981;Bentley;Combo_Life;2010;130077;A;127375;0
SCZ-103;Jeep;Optima;2018;94009;C;66564;0
PWV-894;Mazda;Koleos;2006;230566;C;30189;1
NBK-212;Bentley;Mazda6;2014;121641;A;182801;1
KKV-994;Toyota;Celerio;2011;207899;A;28046;0
FCA-198;Bentley;Galaxy;2009;120029;B;87777;1
PCP-344;Suzuki;Auris;2005;120332;B;53519;1
LCJ-935;_Kia;Tarraco;2011;26381;A;83325;0
IMZ-458;Mazda;Fabia;2016;266047;C;25190;0
FFL-698;Mazda;Caddy;2016;168469;B;54945;1
FVW-989;Aston_Martin;Qashqai;2010;123097;B;186877;0
BQI-578;Renault;C-Class;2006;272638;C;139267;1
JPL-553;Infiniti;Mini;2007;287780;B;129558;0
PMR-601;Volkswagen;Sandero;2018;114764;C;109969;0
LJN-635;Subaru;Golf;2005;92347;B;94106;1
RIZ-310;Aston_Martin;C3_Aircross;2009;203872;A;178409;0
GVM-149;Subaru;Ibiza;2011;75122;B;59178;1
OUI-617;BMW;Duster;2010;67275;B;31426;0
DMJ-658;Lexus;PROACE_Verso;2019;43665;B;119870;0
FCR-384;Infiniti;forfour;2018;138725;B;190070;0
RNR-296;Jeep;C-HR;2007;262303;C;159000;0
RGM-993;Toyota;C4_Cactus;2018;191678;C;199201;0
URF-273;Lexus;Leon;2011;235936;A;189107;0
LOY-991;_General_Motors;Qashqai;2019;169901;B;44235;1
CDI-316;Renault;Arona;2007;84168;B;199540;1
GZD-469;Toyota;Karoq;2018;88785;A;137483;1
XYI-603;Volkswagen;1_Series;2018;22419;B;54236;1
IUS-746;Volkswagen;Galaxy;2005;232847;C;72817;1
PHC-557;Mazda;fortwo;2009;108339;B;32031;1
GSH-959;Renault;CX-5;2016;263018;B;93664;0
GMY-487;Ferrari;Mokka_X;2018;98413;C;57630;0
IEK-382;Mazda;3_Series;2008;100966;C;15537;0
MHK-495;Infiniti;Twingo;2013;229832;B;157577;1
KKQ-906;Maserati;508;2008;159301;B;195595;1
UTN-500;_Peugeot;Vitara;2013;235275;C;96829;0
DEM-874;Renault;Qashqai;2013;53632;B;122949;1
HHE-155;Renault;Alhambra;2012;241414;A;82808;0
WJC-874;Maserati;Golf;2016;81625;A;54725;0
NJZ-347;Volkswagen;Grand_Tourneo_Connect;2017;112549;C;30010;1
JAU-633;Dodge;Prius;2016;276734;B;69074;0
KOL-948;Infiniti;fortwo;2018;143934;C;104548;0
CKS-906;Jeep;Golf;2013;277023;A;17636;0
STJ-295;Subaru;MG3;2014;113944;B;134220;1
IWS-541;BMW;500X;2018;40516;A;21186;1
WDD-783;_Kia;Tiguan_Allspace;2006;47392;A;140973;0
GLZ-459;Mazda;Superb;2012;20709;C;88434;1
MEW-066;Subaru;Logan_MCV;2015;146916;B;43849;1
WHV-063;Volkswagen;Mini;2016;87464;C;74209;0
HJZ-528;Infiniti;Mazda2;2008;110471;A;141787;1
WJO-770;Subaru;Alhambra;2008;135143;C;129529;1
IRC-733;Toyota;XC40;2018;217105;C;146870;0
VRF-435;Infiniti;ceed;2012;21473;A;177248;1
LFF-381;Toyota;Koleos;2009;70810;B;134890;0
ZIO-584;Infiniti;Jazz;2019;137245;C;138300;0
JNS-727;Subaru;GLA-Class;2007;220371;C;166321;0
XRV-343;Subaru;Passat;2007;101066;A;89748;1
HMV-250;Koenigsegg;Sandero;2009;7749;C;187061;0
RVZ-512;Jeep;108;2015;13548;C;137126;1
JKG-056;Dodge;Crossland_X;2019;295690;B;199552;1
DVC-120;_Kia;Kadjar;2006;123393;C;199793;0
PAF-038;_Peugeot;Sharan;2012;98810;B;186133;1
QTF-163;BMW;3_Series;2016;205495;A;139307;0
IIN-668;Suzuki;Ateca;2012;97147;B;52718;0
KYL-759;Jeep;Grand_C-MAX;2013;25780;B;152013;0
WWP-783;_Peugeot;Vitara;2015;116144;B;92183;0
VEA-447;Dodge;Insignia_Country_Tourer;2007;252663;B;98358;0
GZD-382;_Peugeot;Soul;2013;119293;B;108030;0
BTP-958;Tata_Motors;3_Series;2019;264567;B;187640;1
CHB-128;Suzuki;IONIQ;2007;6217;C;195221;1
TSC-002;Toyota;Combo_Life;2014;123655;B;118184;1
CYG-795;Jeep;Zoe;2013;150590;C;116257;0
ONH-331;Ferrari;Kodiaq;2009;30978;C;109178;0
OOR-540;Maserati;595;2008;209476;B;176879;0
NBY-605;Volkswagen;S-Cross;2016;204902;A;91631;0
ANY-858;Bentley;Captur;2016;78721;A;76982;0
LRZ-463;Subaru;2008_SUV;2014;20302;C;32213;1
TXY-170;Toyota;DS_3;2010;78229;C;28610;0
JWC-369;_General_Motors;A3;2006;96633;C;154923;0
ACQ-401;Koenigsegg;Viva;2013;212002;C;154120;1
FMB-075;Koenigsegg;Baleno;2011;53093;A;56846;0
CCC-531;Infiniti;Logan_MCV_Stepway;2008;213525;B;143892;1
FVE-190;Subaru;ADAM;2016;245763;A;15466;1
LMW-850;Maserati;GS;2017;72143;C;89174;0
OUS-055;Dodge;MG3;2017;55674;A;61255;0
SJM-257;Maserati;Tarraco;2012;213740;C;121927;1
VFW-053;Volkswagen;Sportage;2009;296443;A;20546;1
GMO-864;Ferrari;Leon;2011;285120;C;54763;1
OUV-212;Renault;Kuga;2016;71677;B;79888;1
MRC-249;Aston_Martin;C4_SpaceTourer;2013;43660;A;75353;0
NKW-727;_General_Motors;500L;2011;277531;C;174392;1
EJI-054;Mazda;Traveller;2014;256889;A;80887;0
CRY-444;_General_Motors;Mazda2;2014;50879;B;63780;1
RHD-071;_General_Motors;1_Series;2006;98782;B;94456;1
RAQ-013;Maserati;Zoe;2011;298727;A;156126;0
IFN-184;Aston_Martin;ceed;2007;141216;C;181460;0
JRR-001;Aston_Martin;Vito;2008;161575;A;40511;1
WFP-796;Bentley;Clio;2013;114096;B;180387;1
JEK-940;_General_Motors;Tarraco;2012;98618;B;61091;0
TIY-990;Ferrari;Insignia_Country_Tourer;2011;84855;C;163588;1
LRD-568;Ferrari;Soul;2017;283238;C;26278;1
ULY-643;Ferrari;Superb;2008;51598;B;184880;1
TXU-595;Bentley;Picanto;2008;86405;C;108054;0
TAO-684;Bentley;308;2018;182827;C;137104;1
BJM-926;Ferrari;Twingo;2018;22732;C;152604;1
DBA-988;Renault;Polo;2012;130777;C;33978;1
GHK-241;_Kia;Logan_MCV_Stepway;2015;146023;C;144792;0
AJC-118;Mazda;Fabia;2013;99053;C;151858;0
TWA-510;Subaru;3_Series;2014;298805;C;175175;1
LOQ-253;Subaru;C4_SpaceTourer;2015;151335;C;143262;1
VGU-227;_General_Motors;i20;2009;232450;A;154557;0
EFE-818;Renault;Giulietta;2011;292600;C;165259;1
KAZ-647;_General_Motors;Grand_C4_SpaceTourer;2013;77125;C;122306;0
ZOP-514;Bentley;Giulietta;2019;48382;C;82081;0
WFR-081;Aston_Martin;Sandero_Stepway;2011;222915;A;190915;1
PLL-668;Tata_Motors;IONIQ;2012;222763;B;62568;1
YCY-180;Bentley;ix20;2009;46613;C;140535;1
MBQ-506;Dodge;MX-5;2016;38362;A;19288;0
FSR-028;_General_Motors;DS_3;2014;67781;A;18469;1
MEP-624;Dodge;Niro;2018;249272;C;192456;0
CAB-145;Dodge;C5_Aircross;2005;252311;B;184846;1
FAK-856;Suzuki;Panda;2015;206459;C;47984;0
VKS-073;Volkswagen;Optima;2010;91844;C;31961;0
BGB-790;_Kia;C1;2012;212829;A;105300;0
IGZ-219;Infiniti;Picanto;2018;192041;C;16019;0
QGR-680;Mazda;Karoq;2010;281721;C;71754;0
QJJ-527;Jeep;Mini;2009;102790;B;31247;0
IYK-123;Infiniti;Micra;2006;218270;B;26746;0
YFH-213;Koenigsegg;Yaris;2018;33610;B;152618;0
KAG-742;_Kia;C4_Cactus;2017;47680;C;159921;0
XMI-778;Jeep;Berlingo;2007;142580;C;199661;0
PUC-169;Lexus;Outlander;2006;187568;C;164024;1
ZYX-940;Lexus;Optima;2005;116802;C;170092;1
EQM-044;BMW;Outlander;2016;239187;B;169297;1
SPN-724;Volkswagen;Alhambra;2009;45987;C;123243;0
WIG-016;Jeep;Compass;2007;122939;C;157502;0
YUX-091;Bentley;ASX;2016;83409;A;174519;1
NWI-181;Jeep;2_Series;2005;194228;C;19933;0
GHM-894;Renault;Touran;2010;45068;B;198364;1
WOZ-479;Koenigsegg;CX-3;2017;35312;A;65020;1
VFC-879;Aston_Martin;Tourneo_Courier;2017;172563;B;178473;1
VMT-780;Ferrari;C1;2012;170973;C;162388;0
COK-299;Subaru;Tarraco;2006;180777;B;155215;0
UWX-493;Lexus;108;2013;284390;B;196459;0
BGP-666;Infiniti;2_Series;2008;54592;A;61520;1
DII-985;Lexus;2_Series;2019;121298;C;108982;0
BLK-358;_General_Motors;Transporter_Shuttle;2010;163518;C;154685;1
BTE-926;Tata_Motors;Passat;2012;91571;B;76062;0
RRP-574;Tata_Motors;A3;2018;128687;C;22847;0
ATK-358;Koenigsegg;Vito;2018;144542;C;116570;0
IYJ-032;Infiniti;Tipo;2013;130351;B;111106;1
MGO-540;_General_Motors;Kona;2014;46476;B;140025;0
TKE-848;Lexus;ZS;2015;60592;A;138510;0
OPY-354;_Peugeot;308;2010;84235;A;193311;0
GHB-527;Jeep;Passat;2007;60114;C;108395;0
LWY-436;Maserati;Sportage;2014;99820;A;156828;1
UUQ-494;Subaru;108;2009;82597;B;40821;0
FFY-463;Renault;Citigo;2015;208060;C;36941;1
WQB-543;_General_Motors;Sandero;2010;85217;A;152056;0
PGI-593;Infiniti;CLA;2013;57396;C;197825;1
EBT-851;Subaru;Grand_C-MAX;2019;130569;B;107363;0
QMH-845;_General_Motors;2_Series;2018;135289;B;182059;0
TRQ-957;Lexus;Grandland_X;2005;58347;B;89569;1
RMT-879;Mazda;Arona;2016;37912;B;180588;0
COI-322;Renault;C4_Cactus;2005;250770;B;182127;1
QQI-935;_Kia;Duster;2017;41454;B;193897;0
EAM-972;Subaru;Fiesta;2006;15843;C;161668;0
RGB-264;Aston_Martin;Mazda6;2014;148421;C;112502;1
GMX-235;Renault;3_Series;2008;37719;B;176282;0
FZV-503;Subaru;Caddy;2013;110494;B;106120;1
QIO-378;Lexus;2008_SUV;2017;194481;C;56975;1
AGI-927;Mazda;Caddy_Maxi;2016;123620;C;17120;0
UEQ-597;Volkswagen;Mokka_X;2016;237351;C;51077;1
FQU-598;Aston_Martin;PROACE_Verso;2009;174621;C;15110;0
CIU-286;_General_Motors;Polo;2012;153932;C;77536;1
HSJ-717;Renault;Insignia_Country_Tourer;2019;272241;A;190767;1
KQM-795;Lexus;Superb;2013;97701;C;15368;1
NZM-983;Renault;C5_Aircross;2007;288182;B;143262;0
XJO-119;_Peugeot;C4_Cactus;2006;139131;B;67719;1
CGT-723;Mazda;i10;2013;297798;C;31893;1
REM-289;Toyota;Mazda2;2012;168400;B;105275;1
SIG-270;Dodge;Ibiza;2006;295235;B;168778;1
XEO-356;Ferrari;B-Class;2016;55817;A;84004;1
DNW-710;Suzuki;Logan_MCV;2015;23443;B;160698;0
FAC-561;_General_Motors;308_SW;2010;250690;B;163465;1
GEW-957;Bentley;Berlingo;2007;32610;B;134479;1
DZZ-509;Renault;Megane;2018;88980;C;123141;1
NNW-119;Volkswagen;Karoq;2016;80669;C;151485;1
HUF-283;Subaru;C1;2006;109751;A;125568;1
DON-724;Volkswagen;308_SW;2008;19199;A;68100;1
URJ-044;Renault;A-Class;2012;128488;C;111192;0
OOW-335;_Kia;Transporter_Shuttle;2016;24617;B;110291;0
JLP-360;Renault;Koleos;2018;113554;B;151224;1
DIC-421;Toyota;Golf;2018;94221;C;71611;1
QPP-462;Suzuki;i10;2009;240613;A;60953;1
KUY-355;Koenigsegg;Kodiaq;2007;293743;A;85257;1
WOI-398;Subaru;Caddy_Maxi;2008;156512;B;137252;1
LEI-681;Volkswagen;Juke;2016;34216;A;47022;1
MHO-002;Maserati;Niro;2011;245238;C;120256;1
KRY-517;Ferrari;Mazda2;2010;103575;B;177259;0
BOV-136;Subaru;Megane;2015;2166;C;185451;0
WUK-706;Jeep;Soul;2011;208523;A;76206;1
TXG-101;_Peugeot;S-Cross;2019;40472;B;48640;0
GQS-930;Jeep;Mazda2;2014;80346;B;148286;0
ZAL-932;Tata_Motors;Kadjar;2011;298675;A;82532;1
ORB-733;Bentley;Mini_Countryman;2008;34477;A;67220;1
MKC-478;Volkswagen;Captur;2017;226935;B;64916;0
VXA-747;Jeep;Grand_C4_SpaceTourer;2019;231705;B;100082;0
NVX-188;_Peugeot;Tarraco;2013;237327;C;104676;0
BEK-924;Volkswagen;PROACE_Verso;2015;53097;B;54629;1
OQD-162;Jeep;Kona;2019;195951;B;198098;1
YPG-136;Bentley;Touran;2008;269297;A;95531;1
WUJ-125;Subaru;Picanto;2014;62861;C;94224;0
HBC-024;Koenigsegg;Grand_C4_SpaceTourer;2011;13487;B;136338;1
UZB-812;BMW;Mazda6;2017;99421;A;84219;0
QVW-975;Maserati;Mazda6;2017;44446;A;110306;1
QSH-916;Bentley;Ignis;2007;226819;B;45990;0
NJJ-239;Tata_Motors;Sharan;2018;279233;A;139425;1
ODG-112;Lexus;Renegade;2017;283598;B;41527;0
JZS-265;Tata_Motors;C-HR;2013;246185;A;37263;1
OCR-905;Dodge;DS_3;2017;19687;B;75712;0
DYG-788;Bentley;Viva;2008;139009;A;32476;1
WHW-676;_General_Motors;Mini_Countryman;2008;127036;B;186558;0
VGH-172;Aston_Martin;3008_SUV;2007;227393;B;21095;1
BFM-444;Dodge;Transporter_Shuttle;2019;10088;B;48124;1
VUU-639;Subaru;CX-5;2015;36181;A;66933;0
TKS-114;Infiniti;Koleos;2019;13954;C;88582;1
SIR-115;_Kia;Caddy_Maxi;2012;272287;C;105738;0
ZCH-024;Suzuki;Insignia_Country_Tourer;2016;82256;A;67158;1
NVL-361;Lexus;Juke;2018;105628;A;184930;0
YDG-947;Jeep;Micra;2011;25264;B;164942;0
DCF-325;Subaru;Panda;2007;96517;B;27029;0
NLX-398;Suzuki;Mazda6;2018;86550;B;70780;1
FVI-545;Aston_Martin;X2;2012;241541;B;81148;1
DMB-135;_Kia;Grandland_X;2008;272516;C;99756;0
PTH-888;BMW;Trafic;2018;296110;B;168123;0
GVN-833;Ferrari;Carens;2010;267274;C;102951;0
CWU-351;Aston_Martin;Swift;2012;54455;B;196170;1
JID-694;Bentley;Tipo;2014;39007;B;113512;0
ESO-686;Suzuki;Alhambra;2015;29021;B;70154;0
FRS-847;BMW;T-ROC;2006;124514;B;60214;0
LMU-593;_General_Motors;Koleos;2005;60762;A;33831;0
BTA-018;Suzuki;Alhambra;2015;56314;A;181031;1
ACI-843;Bentley;Superb;2018;33545;A;140667;1
KHC-382;Koenigsegg;Sportage;2018;38291;B;115419;1
RPR-130;Infiniti;Mokka_X;2010;74941;B;185089;1
GDY-240;Ferrari;Panda;2009;5982;A;65314;0
TAO-519;_General_Motors;108;2017;88316;C;177282;0
UJL-068;Koenigsegg;Alhambra;2005;132739;C;61064;0
HOP-135;Volkswagen;Grand_C4_SpaceTourer;2007;28281;A;195877;0
GXB-034;Suzuki;Mii;2015;52133;C;74770;1
UKR-406;Renault;Venga;2006;18170;A;164132;1
HTW-766;Renault;Touran;2017;111574;C;69780;1
WAK-738;Ferrari;Giulia;2010;79822;B;141482;1
RHD-646;Infiniti;Kodiaq;2017;285747;C;46314;0
CLH-584;BMW;Rio;2008;216116;B;103540;1
CYI-237;_General_Motors;C3;2012;214116;C;189434;1
ZRH-990;Maserati;MG3;2019;168778;A;79916;1
VTZ-760;Mazda;GLA-Class;2012;20840;A;161859;0
CVU-985;Aston_Martin;Karoq;2008;39647;C;85462;0
RGF-217;Lexus;Touran;2013;157587;C;145357;0
LBT-194;Lexus;Micra;2017;53189;B;66789;1
ODV-820;Dodge;Sandero;2017;76842;A;175668;0
VQM-986;Lexus;Tipo;2015;200671;C;132173;0
QDF-121;BMW;Kuga;2013;95466;C;97220;1
AZJ-120;Maserati;Kadjar;2019;282556;B;84191;0
MSU-146;Renault;Grand_Tourneo_Connect;2010;136848;A;105102;0
LSX-683;Renault;Duster;2008;44776;C;95713;0
SND-440;Bentley;Sandero_Stepway;2014;159119;C;38020;0
QDZ-095;Jeep;Superb;2006;74687;A;161078;1
KYZ-059;Bentley;Auris;2014;286072;A;72237;1
VWO-934;BMW;Qubo;2015;18116;C;70588;0
BEN-586;_Peugeot;A1;2018;224479;A;147701;0
GOM-081;Jeep;Crossland_X;2015;7051;A;37657;1
KDW-267;_Peugeot;Optima;2017;14196;A;128864;0
RSY-243;Koenigsegg;DS_7_Crossback;2006;217645;A;119222;0
MAN-187;Aston_Martin;Golf_SV;2007;53018;A;158907;1
ZYF-316;_General_Motors;Mazda2;2007;119829;A;131283;0
XPM-134;Ferrari;ix20;2015;203896;C;157363;0
NDW-250;Renault;Caddy;2018;248447;A;142662;1
WUV-521;BMW;Duster;2009;254757;A;47359;0
CUT-960;Koenigsegg;T-ROC;2014;146966;A;196350;0
SCI-797;_Kia;X2;2014;195271;B;124964;1
JLA-212;Suzuki;C-Class;2009;238930;B;174038;1
XFI-357;Volkswagen;Giulia;2013;43562;A;104368;1
ZRP-409;Lexus;Mazda2;2015;233443;B;25692;1
UMS-413;Infiniti;Prius;2010;224455;A;43880;0
JDF-958;Bentley;Logan_MCV;2009;178118;B;77281;1
NWC-762;_Peugeot;Golf;2010;291999;C;113967;1
GFE-551;Tata_Motors;Mazda2;2006;198524;C;65994;1
WON-822;Infiniti;500C;2006;132130;C;99821;1
OIE-593;Tata_Motors;CX-3;2012;112300;C;38589;1
ZHN-172;Koenigsegg;Megane;2008;94950;C;132180;1
RGK-282;Koenigsegg;Megane;2006;180742;C;189689;0
ENJ-374;_Kia;Alhambra;2015;162717;C;116387;0
MYS-245;Maserati;i20;2013;156275;C;93151;1
PZT-134;Bentley;Twingo;2013;125306;B;185917;1
HIV-049;Dodge;Renegade;2014;127353;C;45873;1
UJE-213;Koenigsegg;Logan_MCV_Stepway;2012;122971;B;112843;0
JMD-571;Dodge;Kuga;2013;169962;B;74618;1
AUY-173;Maserati;Tiguan_Allspace;2017;95417;B;93996;0
MAQ-901;_Peugeot;C-HR;2018;68522;A;157730;1
ZSI-414;Dodge;C-Class;2018;34254;A;197766;0
XJU-847;Bentley;Venga;2006;145101;B;79841;0
JNN-584;Dodge;Grandland_X;2016;25608;B;57801;0
XCR-960;Bentley;Outlander;2014;131492;C;158934;0
NZG-303;Infiniti;Arona;2009;39713;A;76076;1
HEN-424;Dodge;C-MAX;2007;257320;B;61346;1
OTL-554;Mazda;i20;2016;95976;A;79057;1
PPN-634;Tata_Motors;Venga;2015;145475;A;181591;0
QSC-614;Lexus;Transporter_Shuttle;2012;14134;B;111947;1
MGM-772;Subaru;Citigo;2014;135793;C;120083;0
RPZ-464;Lexus;Sandero_Stepway;2007;126221;C;147246;1
AZY-999;Renault;ASX;2019;180525;C;123151;1
BFM-934;Maserati;Picanto;2019;219706;C;155093;0
OGJ-282;Dodge;CX-3;2015;186266;B;110905;1
VFJ-556;Tata_Motors;208;2014;26786;A;179143;0
EXW-490;BMW;ASX;2016;80140;B;29850;0
YQB-393;Mazda;forfour;2012;171950;C;107933;0
QDX-596;Ferrari;Doblo;2006;42166;B;133325;1
RVY-334;Mazda;Qubo;2017;176522;A;172988;0
OGX-088;_General_Motors;ADAM;2008;226338;A;24140;0
LBZ-861;Aston_Martin;PROACE_Verso;2008;44070;C;106139;0
RYP-114;Lexus;IONIQ;2016;263092;C;150009;1
JLG-644;Volkswagen;Viva;2010;85146;A;114782;0
GPS-526;Jeep;Tarraco;2012;104469;A;53628;1
MHL-983;Mazda;Clio;2015;281464;B;35061;1
YGB-578;Infiniti;S-Cross;2018;265877;C;120529;0
MTK-522;Renault;Golf;2006;265754;B;99212;0
AIN-914;_General_Motors;Focus;2018;189999;A;109022;0
CGC-670;Lexus;Yaris;2019;172653;B;139528;1
HAE-839;Mazda;A1;2016;100030;B;187878;0
CBT-664;Dodge;Insignia_Country_Tourer;2007;4104;B;17706;1
JSN-040;Tata_Motors;X1;2015;142524;C;78572;0
XNH-062;_Peugeot;Grandland_X;2013;3380;B;44529;0
EQA-455;_Kia;Touran;2015;246773;B;85220;1
GBN-997;Suzuki;Combo_Life;2007;128959;A;16123;0
RTR-816;Toyota;Traveller;2005;23267;A;71530;0
HLM-440;Bentley;Sandero_Stepway;2017;77617;A;164280;0
JXX-312;Ferrari;Rio;2010;187917;A;75416;0
BYV-968;Aston_Martin;Superb;2005;186707;C;149558;0
BIE-675;Jeep;A-Class;2009;207797;A;193095;1
QXM-715;Ferrari;Vitara;2008;38246;B;42157;0
ONX-988;Infiniti;Tiguan_Allspace;2015;72872;C;185787;0
JLW-926;Mazda;A3;2012;20030;A;66787;1
UUJ-050;_Kia;Rio;2019;143228;A;48377;0
DFP-529;Aston_Martin;Golf_SV;2011;129149;A;189021;1
NJH-849;Infiniti;Celerio;2015;259979;A;50637;0
IRE-855;Tata_Motors;2008_SUV;2011;228364;C;111843;1
BVN-617;Lexus;Qashqai;2009;278152;A;102861;0
XMR-999;Ferrari;Swift;2014;70472;C;112409;0
FCU-515;Koenigsegg;308_SW;2006;75464;A;194033;0
EKE-453;Lexus;Swift;2015;166890;A;50205;1
GAO-503;Jeep;S-Cross;2009;150543;B;181867;1
PAG-193;Renault;3_Series;2012;173795;A;29119;1
OET-045;Tata_Motors;Yaris;2018;118246;C;35333;0
DZY-361;_Kia;forfour;2006;200334;A;137139;1
AID-863;Mazda;C3_Aircross;2018;245396;C;196526;1
ADP-839;Suzuki;Koleos;2017;70480;B;63660;1
XJC-907;_General_Motors;Focus;2018;200334;A;109973;1
KRB-517;Suzuki;Grand_C4_SpaceTourer;2011;2792;A;180645;0
IQR-852;_General_Motors;Sandero;2013;10339;C;43752;1
UJM-574;Tata_Motors;Duster;2016;276923;A;170089;0
LHX-587;Suzuki;Grand_Tourneo_Connect;2008;236095;B;88005;1
HQS-814;Ferrari;Galaxy;2008;216853;B;21551;0
OBI-956;Ferrari;Citigo;2006;237979;A;67721;0
PSJ-819;Maserati;C-Class;2005;178978;A;129720;1
CGA-358;_Kia;Viva;2015;50613;A;82887;1
NHA-363;Dodge;Caddy;2016;158759;C;43226;0
REC-278;Renault;Superb;2009;113716;C;140353;1
PLU-964;Ferrari;Sportage;2013;47303;A;87223;0
KBL-516;Toyota;Captur;2005;47409;C;163035;1
SNO-560;Subaru;Berlingo;2018;76864;B;138422;0
GJE-445;Bentley;Captur;2007;122804;C;43295;1
LWO-356;_Peugeot;Insignia_Grand_Sport;2009;68856;A;52592;1
BEM-847;Koenigsegg;Vito;2010;198259;B;193618;0
TWW-170;Mazda;Kuga;2015;53126;A;185749;0
RPE-147;Jeep;Ateca;2007;219872;B;133917;0
MUH-550;Ferrari;Mokka_X;2006;125826;C;126496;1
FUS-757;Lexus;CX-3;2006;190868;B;101112;0
OYP-524;Tata_Motors;Tourneo_Courier;2014;174392;A;93278;1
EUH-085;Maserati;Mii;2013;275682;B;167797;0
OVY-430;_Peugeot;CX-3;2018;172712;A;61503;0
LNV-873;Bentley;Tiguan;2007;286650;B;98117;1
WVG-854;Dodge;Optima;2019;33227;C;56772;0
AKY-780;Ferrari;Optima;2019;263866;B;70227;1
RJO-041;Subaru;Galaxy;2012;166832;B;101699;1
VNH-882;Bentley;Kuga;2008;52857;A;35906;0
CGR-926;Renault;Insignia_Country_Tourer;2013;95532;C;15045;1
OLE-148;Aston_Martin;Sandero_Stepway;2011;38391;A;159212;1
BOW-207;Volkswagen;DS_3;2016;298494;A;48162;0
CSR-096;_Peugeot;Ateca;2011;192818;A;197254;1
NHJ-419;Dodge;Combo_Life;2018;9698;B;59951;0
MDC-027;Tata_Motors;Prius;2017;45001;C;172472;1
IUL-458;Aston_Martin;Tucson;2016;177574;C;157840;1
ICZ-767;Dodge;308_SW;2009;161016;B;106995;0
HPF-237;Dodge;Rio;2009;275066;A;43501;1
SOO-889;Lexus;forfour;2015;130885;C;150956;0
BFP-783;Renault;Grand_Scenic;2019;110778;A;83285;1
UIS-618;Infiniti;Panda;2005;70295;A;77857;1
VZF-114;Ferrari;3008_SUV;2018;254905;B;139612;1
XDV-687;Bentley;GLA-Class;2019;183830;A;126352;0
EVF-652;Renault;Duster;2010;141302;A;15785;0
XKV-243;Infiniti;Rio;2009;174891;C;34034;0
HYO-951;Ferrari;Focus;2009;145704;A;47980;0
EIJ-187;Jeep;1_Series;2018;63598;A;185107;1
ZQL-733;Mazda;3_Series;2007;283669;C;54361;1
TNG-373;Jeep;Panda;2006;168092;C;145019;0
CIV-249;Lexus;Mini;2018;186494;C;77586;1
PQL-729;Maserati;Berlingo;2009;168785;A;76444;0
JET-948;_Peugeot;Tourneo_Connect;2011;13474;C;113152;1
KAR-134;Jeep;Picanto;2013;234731;C;32187;0
OQH-725;_Kia;Karoq;2017;242456;C;132330;1
DEH-819;Toyota;Grand_C-MAX;2006;101901;A;121893;0
SJF-358;Volkswagen;Mirage;2009;146312;A;89671;0
ZQP-137;BMW;Niro;2018;127298;C;155642;0
UAS-206;Lexus;Fabia;2006;210581;A;21291;1
WST-906;Jeep;500X;2012;59440;A;188814;1
QNN-544;Jeep;CX-5;2019;91094;A;16450;1
RVT-361;BMW;Golf;2013;295398;C;108799;1
SSY-166;Maserati;Berlingo;2014;202615;C;76121;0
EWM-879;Suzuki;Trafic;2006;21666;B;150433;0
UTC-540;BMW;Viva;2011;179056;B;103556;1
BFW-194;Ferrari;B-Class;2009;143308;B;18242;0
YTX-474;Volkswagen;Tarraco;2006;57545;A;133062;0
UAZ-167;BMW;Venga;2013;174889;B;74877;0
LRC-826;Suzuki;A1;2015;262667;B;24482;0
SHP-533;Bentley;CR-V;2014;131904;A;146318;1
EUY-516;Tata_Motors;Arona;2005;123879;C;117098;0
BHQ-581;Renault;Sportage;2016;28961;A;50718;1
WIM-777;Toyota;ZS;2008;106711;C;127936;0
BDA-667;Koenigsegg;Logan_MCV_Stepway;2019;113171;B;83996;0
MYW-629;Ferrari;Vito;2018;177464;C;100730;1
EJZ-887;Koenigsegg;Logan_MCV_Stepway;2005;259757;B;111514;1
TGP-512;Tata_Motors;CX-5;2014;228287;C;42981;1
NNE-540;Dodge;Clio;2009;16581;A;31473;1
SIW-429;_General_Motors;Astra;2014;206096;B;114886;0
DGZ-743;_General_Motors;Compass;2018;261874;B;166857;1
JIJ-125;Koenigsegg;Mirage;2006;51459;A;135081;1
VYF-612;Maserati;Swift;2013;51570;C;189041;0
DEV-920;Koenigsegg;Karoq;2018;225168;B;174456;1
CVJ-114;_Kia;Insignia_Country_Tourer;2005;217327;C;32427;0
RGV-101;Lexus;Grand_C4_SpaceTourer;2007;92849;A;170505;0
RYK-677;Bentley;Tiguan;2012;276865;A;15698;0
FQT-391;Bentley;108;2013;169120;A;55952;0
MOZ-525;Infiniti;DS_7_Crossback;2018;68451;A;21552;1
KVW-876;Aston_Martin;Logan_MCV;2009;267870;B;91624;0
OPE-076;Koenigsegg;Golf;2006;282921;A;38026;0
KPJ-913;Maserati;Traveller;2006;7914;C;29810;0
